1162 13
0	8569	0	1	43	0.138	134	2.83000000000000000000e+02	3.20000000000000000000e+01	8.15168678760528564453e-01	1.88275301456451416016e+00	2.325	1.1056747436523438
1	8569	0	1	43	0.184	134	2.63000000000000000000e+02	2.50000000000000000000e+01	7.81653463840484619141e-01	1.83248019218444824219e+00	2.35	0.9716137647628784
2	8569	0	1	43	0.284	134	2.12000000000000000000e+02	8.00000000000000000000e+00	6.93997919559478759766e-01	1.70099687576293945312e+00	2.4000000000000004	0.6209916472434998
3	10487	1	1	35	0.598	1	7.28000000000000000000e+02	2.10000000000000000000e+01	2.57062613964080810547e-01	8.41952133178710937500e+00	1.6	0.8588802814483643
4	10487	1	1	35	0.589	1	9.35000000000000000000e+02	2.60000000000000000000e+01	3.23635548353195190430e-01	9.54614067077636718750e+00	1.6	1.1405349969863892
5	10487	1	1	35	0.602	1	4.36000000000000000000e+02	1.50000000000000000000e+01	1.63347885012626647949e-01	6.83357954025268554688e+00	1.625	0.4623948931694031
6	10487	1	1	35	0.644	1	5.20000000000000000000e+02	1.70000000000000000000e+01	1.90294995903968811035e-01	7.28960752487182617188e+00	1.6500000000000001	0.576401948928833
7	10487	1	0	0	0.000	1	9.09000000000000000000e+02	2.60000000000000000000e+01	3.15280944108963012695e-01	9.40475463867187500000e+00	1.9000000000000001	1.1051886081695557
8	10487	1	0	0	0.000	1	7.74000000000000000000e+02	2.30000000000000000000e+01	2.71674424409866333008e-01	8.66679763793945312500e+00	1.925	0.9206994771957397
9	10487	1	0	0	0.000	1	3.76000000000000000000e+02	1.40000000000000000000e+01	1.44006207585334777832e-01	6.50625896453857421875e+00	1.9500000000000002	0.38056471943855286
10	10487	1	0	0	0.000	1	3.35000000000000000000e+02	1.30000000000000000000e+01	1.30762636661529541016e-01	6.28213691711425781250e+00	1.9500000000000002	0.32453423738479614
11	10487	1	0	0	0.000	1	6.79000000000000000000e+02	2.00000000000000000000e+01	2.41478458046913146973e-01	8.15578937530517578125e+00	1.975	0.7929473519325256
12	10487	1	0	0	0.000	1	6.95000000000000000000e+02	2.10000000000000000000e+01	2.46581882238388061523e-01	8.24215507507324218750e+00	1.9500000000000002	0.8145387172698975
13	10487	1	1	23	0.086	1	4.69000000000000000000e+02	1.60000000000000000000e+01	1.73912361264228820801e-01	7.01236295700073242188e+00	1.875	0.5070908069610596
