0	L4_PC
1	L4_MC
2	L6_TPC_L4
3	L6_IPC
4	L23_PC
5	L23_MC
6	L23_SBC
7	L4_DBC
8	L4_SS
9	L4_SP
10	L5_BTC
11	L5_TTPC1
12	L5_TTPC2
13	L6_LBC
14	L6_BPC
15	L23_NBC
16	L4_NGC
17	L4_NBC
18	L5_MC
19	L5_LBC
20	L6_TPC_L1
21	L23_DBC
22	L4_LBC
23	L5_NBC
