0	L23_LBC
1	L23_PC
2	L23_DBC
3	L23_MC
4	L4_SS
5	L4_PC
6	L4_SP
7	L5_NBC
8	L5_TTPC2
9	L5_TTPC1
10	L5_MC
11	L5_STPC
12	L5_UTPC
13	L6_BPC
14	L6_TPC_L1
15	L6_IPC
