0	L23_PC
1	L4_PC
2	L5_TTPC2
3	L6_IPC
4	L6_TPC_L4
5	L23_LBC
6	L23_DBC
7	L23_MC
8	L4_SP
9	L4_SS
10	L4_NBC
11	L4_BTC
12	L5_MC
13	L5_TTPC1
14	L5_LBC
15	L5_STPC
16	L6_MC
17	L6_BPC
18	L6_TPC_L1
19	L6_UTPC
