678 13
0	7818	0	1	0	0.216	115	1.88000000000000000000e+02	4.94000000000000000000e+02	1.96518972516059875488e-02	1.67734158039093017578e+00	2.575	0.5579109191894531
1	7818	0	1	7	0.189	115	1.88000000000000000000e+02	4.95000000000000000000e+02	1.96830369532108306885e-02	1.68294668197631835938e+00	2.5500000000000003	0.5728577971458435
2	7818	0	1	7	0.202	115	1.78000000000000000000e+02	4.75000000000000000000e+02	1.91347710788249969482e-02	1.58425891399383544922e+00	2.5500000000000003	0.3096903860569
3	7818	0	2	0	0.523	115	2.06000000000000000000e+02	5.31000000000000000000e+02	2.06444803625345230103e-02	1.85600638389587402344e+00	2.45	1.0343503952026367
4	8199	1	1	20	0.787	115	1.81000000000000000000e+02	4.80000000000000000000e+02	1.92639417946338653564e-02	1.60750961303710937500e+00	2.875	0.37169238924980164
5	8199	1	1	20	0.726	115	2.00000000000000000000e+02	5.19000000000000000000e+02	2.03211624175310134888e-02	1.79780936241149902344e+00	2.875	0.8791581392288208
6	8199	1	1	20	0.640	115	2.03000000000000000000e+02	5.25000000000000000000e+02	2.04905588179826736450e-02	1.82830071449279785156e+00	2.9000000000000004	0.960468590259552
7	8199	1	2	5	0.238	115	1.93000000000000000000e+02	5.04000000000000000000e+02	1.99191309511661529541e-02	1.72544348239898681641e+00	3.375	0.6861824989318848
8	8199	1	2	5	0.299	115	2.09000000000000000000e+02	5.37000000000000000000e+02	2.08133496344089508057e-02	1.88640296459197998047e+00	3.4000000000000004	1.1154080629348755
9	8199	1	2	7	0.082	115	2.01000000000000000000e+02	5.21000000000000000000e+02	2.03880686312913894653e-02	1.80985248088836669922e+00	3.325	0.9112733602523804
10	8199	1	2	7	0.178	115	1.95000000000000000000e+02	5.09000000000000000000e+02	2.00502816587686538696e-02	1.74905049800872802734e+00	3.35	0.7491347789764404
11	8412	1	1	19	0.835	115	2.03000000000000000000e+02	5.25000000000000000000e+02	2.04907320439815521240e-02	1.82833182811737060547e+00	1.35	0.960551381111145
