150 13
0	86526	0	0	0	0.000	118	6.72000000000000000000e+02	1.70000000000000000000e+01	5.01003921031951904297e-01	1.74903547763824462891e+00	4.2	0.749094545841217
1	86526	0	0	0	0.000	118	6.77000000000000000000e+02	1.90000000000000000000e+01	5.06578862667083740234e-01	1.79920983314514160156e+00	4.2250000000000005	0.8828928470611572
2	86526	0	0	0	0.000	118	6.76000000000000000000e+02	1.80000000000000000000e+01	5.05735039710998535156e-01	1.79161524772644042969e+00	4.25	0.8626405596733093
3	86526	0	0	0	0.000	118	6.61000000000000000000e+02	1.40000000000000000000e+01	4.88211452960968017578e-01	1.63390302658081054688e+00	4.25	0.4420747756958008
4	129734	1	0	0	0.000	118	6.63000000000000000000e+02	1.50000000000000000000e+01	4.90380734205245971680e-01	1.65342652797698974609e+00	0.9500000000000001	0.49413755536079407
5	129734	1	0	0	0.000	118	6.73000000000000000000e+02	1.80000000000000000000e+01	5.02447247505187988281e-01	1.76202499866485595703e+00	0.9500000000000001	0.7837332487106323
6	129734	1	0	0	0.000	118	6.79000000000000000000e+02	1.90000000000000000000e+01	5.09552359580993652344e-01	1.82597112655639648438e+00	0.9750000000000001	0.9542563557624817
7	129734	1	1	13	0.339	118	6.79000000000000000000e+02	1.90000000000000000000e+01	5.09551286697387695312e-01	1.82596158981323242188e+00	1.075	0.954230785369873
8	129734	1	1	14	0.060	118	6.72000000000000000000e+02	1.70000000000000000000e+01	5.01154422760009765625e-01	1.75038969516754150391e+00	1.05	0.7527056932449341
9	133598	2	0	0	0.000	118	6.83000000000000000000e+02	2.10000000000000000000e+01	5.14497399330139160156e-01	1.87047672271728515625e+00	1.975	1.072938084602356
10	133598	2	0	0	0.000	118	6.79000000000000000000e+02	1.90000000000000000000e+01	5.09009301662445068359e-01	1.82108390331268310547e+00	2.0	0.9412235617637634
11	133598	2	1	11	0.323	118	6.87000000000000000000e+02	2.20000000000000000000e+01	5.18532276153564453125e-01	1.90679025650024414062e+00	2.075	1.1697739362716675
12	133879	2	0	0	0.000	118	6.59000000000000000000e+02	1.30000000000000000000e+01	4.85758006572723388672e-01	1.61182212829589843750e+00	2.1	0.383192241191864
13	133879	2	0	0	0.000	118	6.58000000000000000000e+02	1.30000000000000000000e+01	4.84915643930435180664e-01	1.60424077510833740234e+00	2.125	0.3629753887653351
14	137190	2	0	0	0.000	118	6.60000000000000000000e+02	1.40000000000000000000e+01	4.87394124269485473633e-01	1.62654709815979003906e+00	1.7000000000000002	0.42245885729789734
