0	L23_PC
1	L23_DBC
2	L23_MC
3	L23_SBC
4	L23_LBC
5	L4_PC
6	L4_SP
7	L4_SS
8	L4_MC
9	L5_UTPC
10	L5_TTPC2
11	L5_MC
12	L5_BTC
13	L5_TTPC1
14	L5_LBC
15	L5_NBC
16	L6_TPC_L4
17	L6_MC
18	L6_IPC
19	L6_LBC
20	L6_BPC
21	L6_UTPC
22	L6_TPC_L1
