834 13
0	766	0	1	25	0.879	134	2.31000000000000000000e+02	1.40000000000000000000e+01	7.26641178131103515625e-01	1.74996173381805419922e+00	1.5250000000000001	0.7515646815299988
1	766	0	1	4	0.688	134	1.90000000000000000000e+02	0.00000000000000000000e+00	6.56924903392791748047e-01	1.64538729190826416016e+00	2.3000000000000003	0.4726995527744293
2	766	0	1	17	0.336	134	2.35000000000000000000e+02	1.60000000000000000000e+01	7.33529925346374511719e-01	1.76029491424560546875e+00	1.8250000000000002	0.7791196703910828
3	766	0	1	17	0.219	134	1.60000000000000000000e+02	0.00000000000000000000e+00	6.04828000068664550781e-01	1.56724202632904052734e+00	1.8250000000000002	0.26431193947792053
4	766	0	2	2	0.726	134	2.79000000000000000000e+02	3.10000000000000000000e+01	8.08932423591613769531e-01	1.87339866161346435547e+00	2.15	1.0807297229766846
5	913	0	0	0	0.000	134	2.53000000000000000000e+02	2.20000000000000000000e+01	7.64716148376464843750e-01	1.80707418918609619141e+00	2.0500000000000003	0.9038646221160889
6	913	0	0	0	0.000	134	1.92000000000000000000e+02	1.00000000000000000000e+00	6.59336805343627929688e-01	1.64900517463684082031e+00	2.075	0.48234719038009644
7	913	0	2	2	0.337	134	2.73000000000000000000e+02	2.90000000000000000000e+01	7.98832654953002929688e-01	1.85824894905090332031e+00	2.15	1.0403305292129517
8	913	0	1	27	0.668	134	2.91000000000000000000e+02	3.50000000000000000000e+01	8.29183161258697509766e-01	1.90377473831176757812e+00	2.15	1.16173255443573
9	981	0	1	10	0.857	134	1.86000000000000000000e+02	0.00000000000000000000e+00	6.48969948291778564453e-01	1.63345491886138916016e+00	2.0500000000000003	0.4408797323703766
10	981	0	1	6	0.073	134	1.88000000000000000000e+02	0.00000000000000000000e+00	6.52609884738922119141e-01	1.63891482353210449219e+00	1.7750000000000001	0.4554395377635956
11	981	0	1	54	0.610	134	2.83000000000000000000e+02	3.20000000000000000000e+01	8.16181063652038574219e-01	1.88427162170410156250e+00	1.925	1.1097241640090942
12	981	0	2	5	0.985	134	2.46000000000000000000e+02	1.90000000000000000000e+01	7.52082645893096923828e-01	1.78812396526336669922e+00	2.375	0.8533305525779724
13	981	0	2	7	0.140	134	2.77000000000000000000e+02	3.00000000000000000000e+01	8.05871248245239257812e-01	1.86880683898925781250e+00	2.4000000000000004	1.0684850215911865
14	1275	1	1	25	0.563	1	7.87000000000000000000e+02	2.30000000000000000000e+01	2.75962173938751220703e-01	8.73935985565185546875e+00	1.7000000000000002	0.9388399720191956
15	1275	1	1	36	0.348	1	3.37000000000000000000e+02	1.30000000000000000000e+01	1.31682217121124267578e-01	6.29769897460937500000e+00	2.1750000000000003	0.32842475175857544
16	1275	1	1	43	0.274	1	4.39000000000000000000e+02	1.50000000000000000000e+01	1.64155334234237670898e-01	6.84724426269531250000e+00	2.125	0.46581101417541504
17	1275	1	2	12	0.837	1	8.22000000000000000000e+02	2.40000000000000000000e+01	2.87298619747161865234e-01	8.93120765686035156250e+00	2.6750000000000003	0.98680180311203
18	1275	1	1	50	0.122	1	5.18000000000000000000e+02	1.70000000000000000000e+01	1.89582675695419311523e-01	7.27755308151245117188e+00	2.0500000000000003	0.5733882188796997
19	1275	1	1	50	0.052	1	7.78000000000000000000e+02	2.30000000000000000000e+01	2.73116260766983032227e-01	8.69119834899902343750e+00	2.0500000000000003	0.9267995357513428
20	1275	1	1	53	0.628	1	3.80000000000000000000e+02	1.40000000000000000000e+01	1.45452052354812622070e-01	6.53072690963745117188e+00	2.1	0.38668176531791687
21	1275	1	1	43	0.302	1	3.69000000000000000000e+02	1.40000000000000000000e+01	1.41791582107543945312e-01	6.46878051757812500000e+00	2.15	0.3711951673030853
22	1275	1	1	19	0.514	1	1.01800000000000000000e+03	2.80000000000000000000e+01	3.50219041109085083008e-01	9.99601459503173828125e+00	1.8250000000000002	1.253003716468811
23	1745	0	1	15	0.541	134	1.88000000000000000000e+02	0.00000000000000000000e+00	6.52862370014190673828e-01	1.63929355144500732422e+00	1.6	0.456449419260025
24	1745	0	1	15	0.507	134	2.90000000000000000000e+02	3.50000000000000000000e+01	8.27651321887969970703e-01	1.90147697925567626953e+00	1.625	1.1556051969528198
25	1745	0	1	15	0.469	134	2.03000000000000000000e+02	5.00000000000000000000e+00	6.78788185119628906250e-01	1.67818236351013183594e+00	1.6500000000000001	0.5601528286933899
26	1745	0	1	18	0.280	134	2.65000000000000000000e+02	2.60000000000000000000e+01	7.84857511520385742188e-01	1.83728623390197753906e+00	1.7000000000000002	0.9844299554824829
27	1745	0	1	15	0.412	134	2.78000000000000000000e+02	3.00000000000000000000e+01	8.06714892387390136719e-01	1.87007236480712890625e+00	1.675	1.0718597173690796
28	1794	0	1	2	0.411	134	1.87000000000000000000e+02	0.00000000000000000000e+00	6.52116715908050537109e-01	1.63817501068115234375e+00	1.875	0.4534668028354645
29	1794	0	1	2	0.371	134	2.62000000000000000000e+02	2.50000000000000000000e+01	7.80022323131561279297e-01	1.83003354072570800781e+00	1.875	0.9650893807411194
30	1794	0	1	19	0.032	134	2.56000000000000000000e+02	2.30000000000000000000e+01	7.69380331039428710938e-01	1.81407046318054199219e+00	1.9500000000000002	0.9225213527679443
31	1794	0	1	2	0.373	134	2.33000000000000000000e+02	1.50000000000000000000e+01	7.30427443981170654297e-01	1.75564122200012207031e+00	1.875	0.7667098641395569
32	1794	0	1	36	0.311	134	1.73000000000000000000e+02	0.00000000000000000000e+00	6.27129793167114257812e-01	1.60069465637207031250e+00	2.025	0.3535192012786865
33	1794	0	1	43	0.183	134	2.96000000000000000000e+02	3.70000000000000000000e+01	8.38886439800262451172e-01	1.91832971572875976562e+00	2.0	1.2005459070205688
34	2039	0	1	15	0.380	134	2.70000000000000000000e+02	2.80000000000000000000e+01	7.93381989002227783203e-01	1.85007297992706298828e+00	1.75	1.0185279846191406
35	2039	0	1	15	0.375	134	1.87000000000000000000e+02	0.00000000000000000000e+00	6.50722086429595947266e-01	1.63608312606811523438e+00	1.75	0.44788843393325806
36	2039	0	1	18	0.304	134	1.89000000000000000000e+02	0.00000000000000000000e+00	6.55301094055175781250e-01	1.64295160770416259766e+00	1.8	0.4662044048309326
37	2039	0	1	18	0.348	134	1.94000000000000000000e+02	2.00000000000000000000e+00	6.63595438003540039062e-01	1.65539312362670898438e+00	1.8250000000000002	0.49938181042671204
38	2039	0	1	18	0.382	134	2.46000000000000000000e+02	2.00000000000000000000e+01	7.52572953701019287109e-01	1.78885948657989501953e+00	1.8250000000000002	0.8552918434143066
39	2039	0	1	18	0.418	134	2.06000000000000000000e+02	6.00000000000000000000e+00	6.83271527290344238281e-01	1.68490731716156005859e+00	1.85	0.5780861973762512
40	2039	0	1	15	0.373	134	1.90000000000000000000e+02	0.00000000000000000000e+00	6.57104969024658203125e-01	1.64565753936767578125e+00	1.75	0.4734199345111847
