0	L23_PC
1	L23_BTC
2	L4_PC
3	L4_SS
4	L5_TTPC2
5	L5_MC
6	L5_TTPC1
7	L5_STPC
8	L6_IPC
9	L23_NBC
10	L23_MC
11	L23_LBC
12	L4_LBC
13	L4_NBC
14	L4_SP
15	L4_MC
16	L5_UTPC
17	L6_UTPC
18	L6_TPC_L1
